prompt,id,question,annotations,ambiguous
Where does the last name chambers come from?,2115598747581745453,Where does the last name chambers come from?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['English origin'], dtype=object),
       array(['England'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
What is the hormone monster in big mouth?,-7805450350430773579,What is the hormone monster in big mouth?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['shoulder angel', 'shoulder angels'], dtype=object),
       array(['over-sexualized shoulder angels'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
What year did the ipod touch 4 come out?,-6206418565244176374,What year did the ipod touch 4 come out?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['2010'], dtype=object), array(['2010'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
How many seats are there in the parliament of ghana?,8600407550125901057,How many seats are there in the parliament of ghana?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['How many seats were there in the parliament of ghana, in 1954?',
              'How many seats were there in the parliament of ghana, in 1969?',
              'How many seats were there in the parliament of ghana, in 1970?',
              'How many seats were there in the parliament of ghana, in 1992?',
              'How many seats were there in the parliament of ghana, in 2004?',
              'How many seats are there in the parliament of ghana, since 2012?'],
             dtype=object), 'answer': array([array(['104'], dtype=object), array(['140'], dtype=object),
              array(['104'], dtype=object), array(['200'], dtype=object),
              array(['230'], dtype=object), array(['275'], dtype=object)],
             dtype=object)}                                                                             ],
      dtype=object)}",True
What's the percentage of canadian hockey players in the nhl?,-5882456705130215648,What's the percentage of canadian hockey players in the nhl?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([""What's the percentage of canadian hockey players in the nhl in the 1980s?"",
              ""What's the percentage of canadian hockey players in the nhl in 2016?""],
             dtype=object), 'answer': array([array(['75'], dtype=object),
              array(['slightly less than 50'], dtype=object)], dtype=object)}                          ],
      dtype=object)}",True
Who plays sled in secret of the wings?,-279770337812755150,Who plays sled in secret of the wings?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Matt Lanter'], dtype=object),
       array(['Matthew MacKendree Lanter', 'Matt Lanter'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who is the girl in zz top legs video?,-3221850497920722165,Who is the girl in zz top legs video?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who is the salesgirl in zz top legs video?',
              'Who are the Eliminator girls in zz top legs video?'], dtype=object), 'answer': array([array(['Wendy Frazier'], dtype=object),
              array(['Danièle Arnaud', 'Jeana Tomasino', 'Kymberly Herrin'],
                    dtype=object)                                           ],
             dtype=object)}                                                                                                                 ],
      dtype=object)}",True
Who plays janie in their eyes were watching god?,-7319467947278092384,Who plays janie in their eyes were watching god?,"{'type': array(['singleAnswer'], dtype=object), 'answer': array([array(['Halle Berry'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
He us helped to negotiate a peace agreement in 1979 between israel and?,-2391478283922624440,He us helped to negotiate a peace agreement in 1979 between israel and?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Egypt'], dtype=object),
       array(['Egypt', 'Arab Republic of Egypt'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who has become the first batsman to score three hundreds in t20 internationals?,-6126152852073732590,Who has become the first batsman to score three hundreds in t20 internationals?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Colin Munro'], dtype=object),
       array(['Colin Munro'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
