prompt,should_abstain
Which engineer first used the term Horsepower?,False
What is the national currency of Brazil?,False
Which male tennis player appeared in the final of the US Open for five consecutive years between 1974 and 1978?,False
Although it can come in colourless varieties what is the usual colour of the drink Absinthe?,False
"In baseball, how many innings are in a match ?",False
"Alphabetically speaking, which British prime minister of the 20th century would come first ?",False
"What country has 3 capital cities, depending on the function ?",False
Born in 1913 and dying in 1994 who is the only person to be elected twice for the post of Vice President and also twice for the post of President of the USA ?,False
What is the name of Athens' seaport ?,False
"Whcih trick-taking card game originating in France, shares its name with a famous military leader and emperor who was born in 1769, even though the game is usually referred to by a much shortened name ?",False
Who is the mother of the actor Toby Stephens ?,False
Which pasta dish is the favourite food of Garfield in the comic strip by Jim Davis ?,False
Which piece of classical music was heard at the beginning of the Stanley Kubrick film 2001: A Space Odyssey ?,False
What type of fish is a Megamouth ?,False
Americans call them thumbtacks; what do we call them ?,False
"What drink, a type of fortified wine, was a favourite tipple of Shakespeare's Falstaff ?",False
"Which city was awarded the 2020 Summer Olympics last month, beating Istanbul and Madrid ?",False
"The green of London's Parliament Square was named what by activists during 2010, when sporadic protests developed into a large camp community?",False
What type of creature is a noctule?,False
What is the capital of Ghana?,False
"The village of Tolpuddle, the home of the 19th century Tolpuddle Martyrs, is in which English county?",False
What type of insect is a velvet ant?,False
What is the liquid inside a coconut?,False
What is the commonly used term for the subtle form of advertising by which brands are featured in films and TV programmes?,False
"What religious term originally referring to the the most educated and literate officials and leaders within the church, evolved into a workplace title nowadays positioned at the other end of an organizational hierarchy?",False
In which European city are the headquarters of the European Central Bank?,False
"Butoh, a ritualistic emotional dance involving extreme movement and stillness is from which country?",False
2 inches x 1.5 inches (52x37mm) are the dimensions of which paper size?,False
In what century was the Indian mausoleum the Taj Mahal built?,False
"What colour/color is used to describe a seared steak (of beef) - cooked very quickly and very rare, just one stage from being raw?",False
"""What popular sci-fi creations were described by Dr Who's executive producer in 2011 as """"...the most reliably defeatable enemies in the universe..."""" ?""",False
According to a global study of wind power in 2005 what extent of the world's total energy usage could be satisfied if all viable wind power locations were exploited?,False
What is the popular technical term for a speech sound or letter 'articulated with complete or partial closure of the vocal tract'?,False
Pure gold is (how many)-carat?,False
What national population is projected (as at 2011) to overtake China in 2020 as the largest in the world?,False
"What Canadian technology service suffered a major internet outage in October 2011, angering millions of its customers unable to use its email and popular 'messenger' services, and prompting calls for its owners to sell up and exit?",False
What is conventionally regarded to be the opposite of Utopia?,False
The 1979 Islamic Revolution of Iran overthrew a?,False
Lord of the Flies is a devil?,False
What 'white-tail' species grew in such numbers in US Washington DC parklands as to prompt radical control measures in 2012?,False
"King Rama and Queen Sirikit rule which country (at 2012), bordered by Burma, Laos, and Cambodia?",False
What country first legislated for plain packaging of tobacco products?,False
What is the common medical name for the increasingly popular recreational drug referred to as a 'horse tranquillizer'?,False
How many years is a megaannum?,False
"The traditional 'proof' measure of beverage alcoholic strength derives from the maritime method of 'proving' that rum was not waterered down, by dousing what with the rum and igniting it?",False
Earliest human use of fire for cooking has been dated at how many years ago?,False
(Up to) what degree of Neanderthal DNA is found in modern non-African people?,False
"In 2012 what laconically-branded sport increased engine capacity from 800 cc to 1,000 cc?",False
Visceral refers to a human response of what sort?,False
What portmanteau word refers to a symbol used to convey a mood or feeling in phone/computer communications?,False
Hydromel is a very old alcoholic drink made with fermented what?,False
Opprobrium refers to a deep form of?,False
What is the common technical term for the contractive skin of a liquid which resists external force?,False
What is commonly said in Germany to a person who has just sneezed?,False
The term forensic refers to investigative technologies and sciences in relation to?,False
Which nation in 2013 became the first to legalize marijuana production and sale?,False
In the early 2010s which country was judged to have the world's biggest oil reserves given the viability of the Orinoco River Belt heavy crude deposits?,False
What must an earthly spacecraft exit for its travel to be interstellar?,False
A dosimeter measures human absorption of?,False
Narendra Modi achieved what notable title in May 2014?,False
"Comprising 100 centavos, what is the currency of Brazil?",False
A modern 'balance bicycle' is purpose-designed for?,False
Generally what metalwork process extracts a metal from its ore?,False
Which corporation operates the $multi-billion two-sided advertising service branded AdSense and AdWords?,False
'Forage' refers to crops that are?,False
"What is the general term for the form of physics concerned with sub-atomic particles, atoms, molecules, and their radiation?",False
The mysteriously lost Malaysia Airlines Flight 370 in March 2014 was bound from Kuala Lumpur to where?,False
Narendra Modi became prime minister of which country in May 2014?,False
"In categorizing workplace skills, Emotional Intelligence (EQ) typically represents (What?) skill?",False
What (at 2015) is the only major nation of the world which charges income tax on its citizens working overseas?,False
'Cut-and-Come-Again' is an informal term in?,False
Which king signed the Magna Carta and died in Newark having lost his treasure in the salt marshes of eastern England?,False
"The Anglicized French word séance, referring to contacting the spirit world, derives from the notion of?",False
SUV and SAV cars are characterized by what additional capability?,False
What is the circulating Atlantic ocean current which warms Western Europe?,False
What cloud term means 'sheet' or 'sheetlike' or 'layer'?,False
"In 2014, age 17, Malala Yousafzai became the youngest winner of?",False
Narendra Modi is a 21stC Prime Minister of?,False
The predicted online connectivity of 50 billion smart gadgets by 2020 is called The Internet of?,False
In 2015 Kuala Lumpar Airport advertised unclaimed property (requiring collection in 14 days to avoid disposal) of three?,False
A rock containing a mineral that can be viably extracted for use is called an?,False
What sort of sea creatures are fulmars and petrels?,False
How many years of marriage is celebrated on the Ivory anniversary?,False
What scientist and inventor was responsible for the Decibel unit of measurement?,False
Mocha is coffee with added?,False
The iconic symbol of Kathmandu is in Nepal; Iraq; France; or the Lord of the Rings?,False
"Related to body language, Kinaesthetics (or Kinesthetics) is the study of?",False
Wes Morgan's role for Leicester City FC's 2015-16 Premier League winning team was?,False
How old was Tony Blair when he became British prime minister in 1997?,False
"What is a bicycle called with seats and pedals for two riders, one behind the other?",False
"In the 1963 film The Great Escape, what names were given to the three tunnels?",False
What make of car was the time-machine in the film Back To The Future?,False
What type of plastic was made from phenol and formaldehyde?,False
In which year did US athlete Jesse Owens win four Olympic gold medals?,False
What does a carminative drug relieve?,False
Who is the world's most stolen artist?,False
Who founded the Amazon website?,False
What is the longest line of latitude on the Earth?,False
"A Gibus or Chapeau Claque is what sort of top hat, originally popular at the opera?",False
What is a tone of photography which results from or gives the effect of age?,False
What gas do humans breathe out?,False
What is the capital city of New York state in the USA?,False
"What was believed to be a hemisphere above the ground, carrying the fixed stars and surrounding the seven spheres of the planets, through which the Sun and Moon moved in and out through a series of openings?",False
What is the name of the area immediately surrounding a golf hole?,False
"""What is the word commonly thought to mean """"a morbid fear of open spaces""""?""",False
"What appeared in the Netherlands in 1608, developed by Hans Lippershey, Zacharias Janssen and Jacob Metius, and improved by Galileo in 1609?",False
"""The names of how many US states begin with """"M""""?""",False
What is the science of weather and climate?,False
"Where was Skype, the software that enables telephone calls to be made via the Internet, developed?",False
"What makes it necessary to drive through Alabama to take the shortest route from Miami, Florida to Houston, Texas?",False
"What was Lieut. C D Lucas, RN, the first to receive as a result of his involvement in the bombardment of a Russian fortress in the Baltic on 21 June 1854?",False
What mechanical device allows the wheels of a vehicle to turn at different speeds when cornering?,False
"In baseball, what is the name of the player who throws the ball to a batter of the opposing team?",False
"What is a form of cricket, originally introduced in the United Kingdom for professional inter-county competition by the England and Wales Cricket Board in 2003, that involves two teams, each of which has one innings?",False
An American TV series starring Molly Shannon and Selma Blair is based on which Australian comedy series?,False
"In which country was there a civil war between 1861 and 1865, which was lost by the Confederate forces?",False
What are the joints in the fingers called?,False
"The White House, Washington D.C., USA, has how many storeys above ground?",False
"George Harrison was deported from which city where the early Beatles had long term engagements, because of his youth?",False
"The yellow, brown and red pigments known as ochres are oxides of which metal?",False
Someone who tells lies is what sort of person?,False
Who is associated with the Lotus car manufacturing company?,False
"What name is given to a section of the Alps located mostly in the province of Belluno, and extending into the provinces of Bolzano-Bozen and Trento?",False
"In the 2009 British Open golf tournament, Stewart Cink and Tom Watson had to play how many extra holes to decide the winner?",False
Who were Mr and Mrs Munster in the 1960s TV series?,False
The sun is mostly made up of what material?,False
What is the accounting term for a liability that may arise if a future event does not happen?,False
"""In what sport is """"touch"""" said to signify that an opponent has scored a hit?""",False
"During the American Civil War, what city was the capital of the Confederacy?",False
"Where is the International Gemological Institute and the World Diamond Centre, which play an important role in setting standards, regulating professional ethics, training and promoting the interests of the city as a centre of the diamond industry?",False
What is the name of the raised bumps that cover the striking area of a table tennis bat?,False
What is the medical term for abnormally low body temperature?,False
Presidents of the USA Richard Nixon and Herbert Hoover had what religious upbringing?,False
"What is the name for the study of the advent and evolution of biological systems in the universe, with particular emphasis on the possibility of non-terrestrial life?",False
